accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,precision_benign,recall_benign,f1_benign,macro_f1,FAR,MCC,TP,FP,FN,TN,roc_auc,pr_auc,fold,train_time_s,inference_us_per_flow,throughput_flows_s
0.9339654210819855,0.8899399277768137,0.9067930489731437,0.8058025269068788,0.8533201189296333,0.941268044155109,0.9740773286467487,0.9573916798618108,0.905355899395722,0.02592267135325132,0.8132562713004512,1722,177,415,6651,0.9767167535806619,0.9424577707857608,0,24.7651898790009,31.062916564368564,32192.727232415553
0.9384272169548243,0.8941979878770573,0.9227078891257996,0.8096351730589336,0.8624813153961136,0.9425871067851601,0.978760802695181,0.9603334291463064,0.9114073722712099,0.021239197304819102,0.8259510231341648,1731,145,407,6682,0.978445582067461,0.9455244561502002,1,25.9690304249998,30.466472169617322,32822.96665109949
0.9383156720580034,0.8971766207005887,0.9138381201044387,0.8185219831618334,0.8635578583765112,0.9449645390070922,0.9758312582393438,0.9601498883043885,0.9118538733404499,0.02416874176065622,0.825949560196744,1750,165,388,6662,0.9791399786491292,0.947724484428442,2,23.570529381000597,44.47443658680532,22484.826717213098
0.9395359214636323,0.8984219872387289,0.9177579884756417,0.8198408984557791,0.8660405338606031,0.9454287739192062,0.9770030760216786,0.9609566344907073,0.9134985841756552,0.02299692397832137,0.8293522595755315,1752,157,385,6670,0.9793114117408931,0.9493658711985911,3,25.54064977499911,29.700834783617584,33669.087326514506
0.9387550200803213,0.9001595964274911,0.9084362139917695,0.8263921385119326,0.8654741484930164,0.9471509971509972,0.9739270543430496,0.960352422907489,0.9129132857002527,0.026072945656950345,0.8274919130957259,1766,178,371,6649,0.9798528017007534,0.949299173899764,4,27.11560180000015,33.166345827742276,30151.045436049855
0.9402119353039599,0.8982200586700309,0.9224274406332453,0.8179691155825924,0.8670634920634921,0.944978783592645,0.9784710017574693,0.9614332997553605,0.9142483959094263,0.021528998242530756,0.8311661175745604,1748,147,389,6681,0.9793391137102613,0.9485467625062188,5,24.685985947999143,31.79491734513556,31451.56784478933
0.9356385945343001,0.8914032737179715,0.9131815775542615,0.8068288119738073,0.8567171591755649,0.9416336913510458,0.9759777354621356,0.9584981658634827,0.9076076625195237,0.024022264537864362,0.8180189419245075,1725,164,413,6663,0.977300004124382,0.9437215258163361,6,26.229137202000857,30.553061684310602,32729.944066898966
0.9380925822643614,0.898154517164349,0.909891248058001,0.8217960710944808,0.8636028508232981,0.9458345180551606,0.9745129632342171,0.9599595988745401,0.9117812248489191,0.02548703676578292,0.8254829849632015,1757,174,381,6653,0.9785191632355051,0.9475810816374198,7,26.97002948499903,49.05612448408807,20384.81454694534
0.9378625613565372,0.8949123943515038,0.9171066525871172,0.812821712681329,0.8618208881170926,0.9434229137199435,0.9770030760216786,0.9599194070662733,0.9108701475916829,0.02299692397832137,0.8244195430005071,1737,157,400,6670,0.9790604058495201,0.9474014336872043,8,24.647322849001284,34.42257786713179,29050.7004983739
0.9406514948683623,0.8964218911408972,0.9302949061662198,0.8118858212447356,0.8670664667666167,0.9433723059585857,0.9809579610370588,0.9617980755421514,0.914432271154384,0.019042038962941262,0.8322749647301795,1735,130,402,6697,0.9794412671917959,0.9482223517809705,9,26.78416351499982,30.720989513583937,32551.034840783002
0.9357501394311211,0.8933620035752479,0.9084249084249084,0.8123537669630323,0.857707509881423,0.9431528210944146,0.9743702401874634,0.9585074196801614,0.9081074647807922,0.025629759812536613,0.8185087927246492,1736,175,401,6653,0.979269757959395,0.9480432985913443,10,25.471569490999173,56.7283846068379,17627.859614381872
0.9399888455103179,0.9029333194301008,0.9085801838610827,0.8320860617399439,0.86865234375,0.9487655201940917,0.9737805771202578,0.961110307936967,0.9148813258434835,0.0262194228797422,0.831207736289898,1779,179,359,6648,0.9793122503875343,0.9471403450917684,11,24.561950328999956,29.992290239855354,33341.901935556314
0.9377579475738985,0.8931160569592234,0.9215581643543223,0.8077642656688494,0.8609172482552343,0.9420392046255818,0.9784678482495972,0.959908032763328,0.9104126405092812,0.021532151750402812,0.8240072724117662,1727,147,411,6680,0.9773629317806658,0.9444004477933096,12,26.185685983999065,30.47941963190168,32809.0236650483
0.9339580544399821,0.8854374702992927,0.919153553988063,0.7927000467945718,0.8512562814070351,0.9377896362870384,0.9781748938040135,0.9575566389446516,0.9044064601758434,0.021825106195986523,0.8127705893422085,1694,149,443,6678,0.9772170342111709,0.9428810265154739,13,25.86088035100147,57.17017146367301,17491.638985820056
0.9402052655064703,0.8980577476683425,0.9228737453777074,0.8175011698642958,0.8669975186104218,0.9448451421298261,0.978614325472389,0.9614332997553605,0.9142154091828911,0.021385674527610955,0.8311464684043703,1747,146,390,6681,0.9795079941812145,0.9488659966970663,14,24.139047392000066,34.50141555111406,28984.31800627119
