accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,precision_benign,recall_benign,f1_benign,macro_f1,FAR,MCC,TP,FP,FN,TN,roc_auc,pr_auc,fold,train_time_s,inference_us_per_flow,throughput_flows_s
0.8891086096744752,0.8896432596975967,0.8706922842329978,0.9034810126582279,0.886783662059326,0.9074355083459787,0.8758055067369654,0.8913399910567894,0.8890618265580577,0.12419449326303457,0.7787069404619017,5710,848,610,5980,0.9658350087688076,0.9624267217709794,0,24.98098189800021,17.159325752999433,58277.34809598803
0.892835412229997,0.8921483949189117,0.8998534440644846,0.8743670886075949,0.8869272129042612,0.886684743827601,0.9099297012302284,0.8981568485724611,0.8925420307383611,0.09007029876977153,0.7854166893112353,5526,615,794,6213,0.9677941211912229,0.9650850605951148,1,26.33494503499969,19.2442143291788,51963.66985394475
0.8888719860044116,0.8889796748947311,0.8788398565414003,0.8917721518987342,0.8852587764077594,0.8984258984258984,0.886187197890728,0.8922645822579456,0.8887616793328525,0.11381280210927201,0.7776124750465203,5636,777,684,6050,0.9654037023508669,0.9623773411819998,2,25.162585185999887,23.55976443298983,42445.246124776124
0.8851448999771812,0.8854732373134965,0.8705701078582434,0.8939873417721519,0.8821233411397346,0.8993540633919183,0.8769591328548411,0.8880154256897064,0.8850693834147205,0.12304086714515892,0.7704351533746506,5650,840,670,5987,0.9636978800666748,0.9605512371685889,3,24.868966783999895,15.557727466337232,64276.73978501892
0.8858294667985092,0.8864731529500327,0.8652417765651054,0.9031645569620254,0.8837965471858791,0.9065648854961832,0.8697817489380402,0.8877924796292144,0.8857945134075467,0.13021825106195986,0.772376273787157,5708,889,612,5938,0.9652328547483651,0.9617327898466386,4,25.899557824000112,18.147447022137076,55104.16968183761
0.8873592941892303,0.8877059186669929,0.8725173210161663,0.8966772151898734,0.8844323058915333,0.9018487900195401,0.8787346221441125,0.8901416808842074,0.8872869933878704,0.12126537785588752,0.7748887977815723,5667,828,653,6000,0.9671600279563672,0.9643965702273101,5,25.248931459999767,23.11790013688344,43256.52390913095
0.8890325524794646,0.8890344022750698,0.88113533009252,0.8890822784810126,0.8850909663700086,0.8964702407325358,0.8889865260691271,0.8927126994631959,0.8889018329166023,0.11101347393087288,0.7778371532032783,5619,758,701,6070,0.9652190255315046,0.9620655357032424,6,23.46910616599962,16.401079784041794,60971.59535636168
0.8863619076595421,0.8859928953911591,0.885956493921945,0.8764240506329114,0.8811644925230672,0.8867295141406817,0.8955617401494068,0.8911237428946218,0.8861441177088445,0.10443825985059323,0.7723358200683557,5539,713,781,6114,0.9644768399115203,0.9606343771734441,7,25.340257118999943,16.57192348063562,60343.02542903396
0.8815699399102457,0.8821309028930179,0.8624258103789377,0.8966772151898734,0.8792180591110077,0.9006995133819952,0.8675845905961623,0.883831977915392,0.8815250185131999,0.1324154094038377,0.7636933533680804,5667,904,653,5923,0.9634904015700875,0.9599189178649932,8,26.140042001000438,14.26907119496959,70081.64626388153
0.882558758652164,0.8825072242010039,0.8753536623703237,0.8811708860759494,0.8782526415391894,0.8893146647015475,0.8838435623260583,0.8865706729356451,0.8824116572374172,0.1161564376739417,0.7648413681577204,5569,793,751,6034,0.9628067793923235,0.9587385477671984,9,24.243436858999303,17.412103597797078,57431.31462453031
0.8826437480985702,0.8830009806975002,0.8674050146131365,0.892246835443038,0.8796505732782154,0.8975477659094329,0.8737551259519625,0.8854916512059369,0.8825711122420761,0.1262448740480375,0.7654771912048375,5639,862,681,5966,0.9633179160826975,0.9593419925316157,10,25.27267759299957,14.15448881958933,70648.96604503541
0.8870550654091877,0.8864535827901492,0.8916248177547383,0.8708860759493671,0.8811334347234451,0.8830107526881721,0.9020210896309314,0.8924146924581613,0.8867740635908032,0.09797891036906854,0.7737708854103439,5504,669,816,6159,0.9642461258741,0.9606639070306688,11,25.0928272430001,17.15639154241003,58287.31511099133
0.8805811211683274,0.8808027809349697,0.8678748451053284,0.8865506329113924,0.8771133375078272,0.8928411298759528,0.875054928958547,0.8838585589584258,0.8804859482331264,0.12494507104145305,0.7611606384654014,5603,853,717,5974,0.9634215897228615,0.9603832904088825,12,23.77036847599993,17.679684414666525,56562.09559772631
0.8892523009051495,0.8900450301576206,0.8659343966295516,0.9106012658227848,0.8877063088076508,0.9130902938009537,0.8694887944924564,0.8907563025210085,0.8892313056643296,0.13051120550754358,0.7795571933764673,5755,891,565,5936,0.966290225612006,0.962758394122566,13,25.681904899000074,13.788248345620426,72525.52861927751
0.8859055297786568,0.8866462718765586,0.8634992458521871,0.9058544303797469,0.8841698841698842,0.9087003222341569,0.8674381133733704,0.887589928057554,0.885879906113719,0.13256188662662957,0.772745862680964,5725,905,595,5922,0.9663016401740668,0.9632836225997092,14,25.46216653800002,16.193543317868855,61753.0073789684
