accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,precision_benign,recall_benign,f1_benign,macro_f1,FAR,MCC,TP,FP,FN,TN,roc_auc,pr_auc,fold,train_time_s,inference_us_per_flow,throughput_flows_s
0.9792526491912995,0.9809142842417977,0.9325942350332594,0.984089845577913,0.9576502732240437,0.9949329359165425,0.9777387229056825,0.9862608952577929,0.9719555842409183,0.022261277094317515,0.9445221707637609,2103,152,34,6676,0.994855441232789,0.9779300455929979,0,1.417922104000354,6.570799219246511,152188.48828478926
0.9767986614612382,0.9776988770856048,0.9273693534100974,0.9794200187090739,0.9526842584167425,0.9934396898762486,0.9759777354621356,0.9846312989507906,0.9686577786837666,0.024022264537864362,0.937943970595427,2094,164,44,6663,0.99419489801609,0.9763272588598578,1,1.3954107010004009,6.596539765687451,151594.6292329803
0.9744562186279978,0.9734302444360922,0.9251670378619153,0.9714686623012161,0.9477526808122291,0.990922619047619,0.9753918265709682,0.9830958883885731,0.9654242846004011,0.024608173429031786,0.9313480017652442,2077,168,61,6659,0.9935272551086501,0.9731228086027256,2,1.3296386520005399,6.568756274305278,152235.8203350697
0.9757920571173583,0.9792851938945113,0.9184829991281604,0.9859616284510997,0.9510268562401264,0.9955022488755623,0.9726087593379229,0.9839223531155071,0.9674746046778168,0.027391240662077047,0.9360123896682001,2107,187,30,6640,0.9935652151621541,0.9738344814812803,3,1.5012293660001887,12.246483378015888,81656.09417272691
0.9783578759482374,0.9785586682403316,0.9335118250780902,0.9789424426766495,0.9556875285518501,0.9933065595716198,0.9781748938040135,0.9856826568265683,0.9706850926892092,0.021825106195986523,0.9418460297295099,2092,149,45,6678,0.9944228985916321,0.9774549855493121,4,4.986773337000159,6.691989178857388,149432.39943653694
0.9770217512548801,0.9789674916163151,0.9255178492728074,0.9826860084230229,0.9532455742169769,0.9944743130227002,0.9752489748096075,0.9847678201715468,0.9690066971942619,0.0247510251903925,0.9387718980469635,2100,169,37,6659,0.9937212142793896,0.9736994216194266,5,1.3943117629996777,6.834686558859018,146312.4887130069
0.9760178471834914,0.9779893308676563,0.9226373626373626,0.9817586529466792,0.9512803081803761,0.9941704035874439,0.9742200087886334,0.98409410372124,0.967687205950808,0.02577999121136663,0.9361883685584498,2099,176,39,6651,0.9938031502331509,0.9743140674123782,6,1.382852173000174,6.529827105425727,153143.41158728165
0.9757947573898494,0.9775216040201352,0.9225692916849978,0.9808231992516371,0.9508048061664022,0.9938732815301853,0.9742200087886334,0.9839485169021377,0.9673766615342699,0.02577999121136663,0.9355438285340291,2097,176,41,6651,0.9939120147359648,0.9751277715528356,7,1.3655670499992993,6.524719129962636,153263.302232862
0.9770191878625614,0.976393930921561,0.9316048278945016,0.9751988769302761,0.9529035208047554,0.9921213022149546,0.9775889849128461,0.9848015346023314,0.9688525277035434,0.022411015087153947,0.938144468850939,2084,153,53,6674,0.9951282100668442,0.9811820824078684,8,1.3612318400000731,6.57392826861565,152116.04981667708
0.9779116465863453,0.9774620425559857,0.9337807606263983,0.9766027140851661,0.9547118023787741,0.9925694754049635,0.9783213710268054,0.9853939215107701,0.9700528619447721,0.02167862897319467,0.9405286554037081,2087,148,50,6679,0.9943396526454082,0.9763394038079966,9,1.4192292949992407,6.475945894659054,154417.59648188786
0.9766871165644172,0.9761758883772647,0.9303571428571429,0.9751988769302761,0.9522503998172264,0.9921189591078067,0.9771528998242531,0.9845790599867188,0.9684147299019725,0.022847100175746926,0.9372949134183498,2084,156,53,6672,0.9950242731421364,0.979411633676029,10,1.3239607340001385,6.652937981058395,150309.53284805958
0.9769102063580591,0.979217739008282,0.9243956043956044,0.9836295603367633,0.9530931339225017,0.9947683109118086,0.9748059176798007,0.9846859510246356,0.9688895424735686,0.02519408232019921,0.9385943247981191,2103,172,35,6655,0.993869674734241,0.9744112747982252,11,4.437886930999412,15.677301059668405,63786.48953630232
0.9776910206358059,0.979569784475689,0.9276257722859664,0.9831618334892422,0.9545867393278837,0.9946260635915808,0.9759777354621356,0.98521366257578,0.9699002009518318,0.024022264537864362,0.9405148740600585,2102,164,36,6663,0.9941686581768341,0.9758139972390143,12,1.6632642449994819,6.4810812046925195,154295.243095545
0.9771307452030343,0.9788781832492431,0.9263018534863195,0.9822180627047262,0.9534408357937769,0.9943266646760227,0.97553830379376,0.9848428835489834,0.9691418596713801,0.02446169620623993,0.9390089586633615,2099,167,38,6660,0.9935449605906356,0.9743296828745318,13,1.370452080999712,6.630619143279144,150815.47867420633
0.9785809906291834,0.9807946906839047,0.9293598233995585,0.9850257370145064,0.9563834620626988,0.9952231676369607,0.976563644353303,0.9858051160727488,0.9710942890677238,0.023436355646696938,0.9429046539147027,2105,160,32,6667,0.9941487250346983,0.9748180642322236,14,1.3268754180007818,6.498121932097771,153890.61800463518
