dataset,model,accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,macro_f1,FAR,MCC,roc_auc,pr_auc
E2_CIC,XGB,0.9771 ± 0.0011,0.9782 ± 0.0016,0.9277 ± 0.0042,0.9804 ± 0.0035,0.9533 ± 0.0022,0.9691 ± 0.0015,0.0239 ± 0.0015,0.9388 ± 0.0029,0.9942 ± 0.0005,0.9759 ± 0.0023
